show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description
s270,TV Show,Netflix Title 270,,"Actor 168, Actor 676",India,"November 02, 2021",2016,TV-PG,Action,This is a tv show released in 2016.
s271,Movie,Netflix Title 271,Director 3,"Actor 66, Actor 577",France,"June 05, 2021",1982,PG-13,Drama,
s272,TV Show,Netflix Title 272,,,South Korea,,2014,TV-MA,Action,This is a tv show released in 2014.
s273,Movie,Netflix Title 273,Director 204,"Actor 460, Actor 935",Japan,,2008,TV-14,Action,This is a movie released in 2008.
s274,TV Show,Netflix Title 274,Director 49,,South Korea,,2009,PG,Action,
s275,TV Show,Netflix Title 275,,,Japan,"January 12, 2015",2014,R,Action,This is a tv show released in 2014.
s276,Movie,Netflix Title 276,Director 130,"Actor 437, Actor 888",France,"October 23, 2017",2011,TV-14,Drama,This is a movie released in 2011.
s277,TV Show,Netflix Title 277,,"Actor 206, Actor 989",India,,2006,,Comedy,
s278,Movie,Netflix Title 278,Director 33,"Actor 89, Actor 524",Canada,"April 18, 2019",1997,TV-PG,Comedy,This is a movie released in 1997.
s279,Movie,Netflix Title 279,Director 255,,India,,2017,TV-MA,Horror,This is a movie released in 2017.
s280,Movie,Netflix Title 280,,,South Korea,"November 14, 2019",2022,PG-13,Comedy,This is a movie released in 2022.
s281,TV Show,Netflix Title 281,Director 251,"Actor 16, Actor 608",South Korea,,2009,TV-PG,Action,This is a tv show released in 2009.
s282,Movie,Netflix Title 282,,"Actor 370, Actor 674",,,1983,,Romance,
s283,TV Show,Netflix Title 283,,"Actor 13, Actor 940",Canada,"December 05, 2018",1981,PG-13,Comedy,
s284,Movie,Netflix Title 284,,"Actor 456, Actor 982",Japan,"November 17, 2016",1995,,Horror,
s285,Movie,Netflix Title 285,,,,,1983,PG-13,Horror,This is a movie released in 1983.
s286,TV Show,Netflix Title 286,,"Actor 257, Actor 519",United States,,2012,PG,Romance,This is a tv show released in 2012.
s287,TV Show,Netflix Title 287,,"Actor 167, Actor 972",France,"December 20, 2021",2003,TV-14,Horror,This is a tv show released in 2003.
s288,TV Show,Netflix Title 288,Director 251,,,"January 23, 2017",2012,G,Comedy,
s289,TV Show,Netflix Title 289,Director 31,,,"January 13, 2021",2020,TV-14,Horror,
s290,TV Show,Netflix Title 290,,"Actor 252, Actor 582",United States,"August 22, 2022",2017,G,Romance,This is a tv show released in 2017.
s291,TV Show,Netflix Title 291,,"Actor 138, Actor 905",India,,1999,,Documentary,
s292,TV Show,Netflix Title 292,,,,"June 24, 2021",2020,TV-14,Comedy,
s293,TV Show,Netflix Title 293,Director 270,,United Kingdom,"June 28, 2020",2002,,Romance,This is a tv show released in 2002.
s294,TV Show,Netflix Title 294,Director 84,,France,,1998,TV-MA,Horror,This is a tv show released in 1998.
s295,Movie,Netflix Title 295,,,Japan,,2005,TV-PG,Horror,
s296,TV Show,Netflix Title 296,,,France,,2007,TV-MA,Drama,This is a tv show released in 2007.
s297,Movie,Netflix Title 297,Director 96,,France,,2009,PG-13,Romance,This is a movie released in 2009.
s298,TV Show,Netflix Title 298,Director 143,,South Korea,,1987,TV-MA,Comedy,
s299,TV Show,Netflix Title 299,Director 119,"Actor 67, Actor 595",United States,"February 22, 2018",1982,TV-14,Action,This is a tv show released in 1982.
s300,Movie,Netflix Title 300,,"Actor 335, Actor 931",,,2013,R,Drama,This is a movie released in 2013.
s301,TV Show,Netflix Title 301,,,United Kingdom,,2007,TV-MA,Documentary,
s302,TV Show,Netflix Title 302,,,France,"January 08, 2016",2009,TV-MA,Horror,This is a tv show released in 2009.
s303,Movie,Netflix Title 303,,,France,,2011,G,Thriller,
s304,Movie,Netflix Title 304,,,United States,"August 26, 2020",2005,TV-PG,Action,
s305,TV Show,Netflix Title 305,Director 66,,United States,,2014,TV-14,Documentary,
s306,TV Show,Netflix Title 306,Director 135,,United States,,2021,TV-PG,Romance,This is a tv show released in 2021.
s307,TV Show,Netflix Title 307,,"Actor 414, Actor 561",United Kingdom,"November 09, 2016",2012,G,Horror,This is a tv show released in 2012.
s308,TV Show,Netflix Title 308,Director 243,,India,,1990,TV-MA,Horror,
s309,Movie,Netflix Title 309,,,,"April 30, 2022",1980,TV-14,Documentary,This is a movie released in 1980.
s310,Movie,Netflix Title 310,Director 5,"Actor 392, Actor 743",,,2010,TV-MA,Comedy,
s311,TV Show,Netflix Title 311,,,United States,,1980,TV-14,Thriller,
s312,TV Show,Netflix Title 312,,"Actor 204, Actor 788",France,,1983,,Action,
s313,Movie,Netflix Title 313,Director 287,,France,"December 12, 2018",1998,TV-PG,Action,This is a movie released in 1998.
s314,TV Show,Netflix Title 314,Director 174,"Actor 114, Actor 945",India,,1998,,Comedy,This is a tv show released in 1998.
s315,Movie,Netflix Title 315,Director 293,,South Korea,"April 23, 2019",2014,R,Documentary,This is a movie released in 2014.
s316,TV Show,Netflix Title 316,,,South Korea,,2014,,Comedy,
s317,TV Show,Netflix Title 317,,,United States,"March 17, 2018",2014,PG,Horror,
s318,Movie,Netflix Title 318,,,France,"July 07, 2020",2003,G,Comedy,This is a movie released in 2003.
s319,TV Show,Netflix Title 319,Director 240,,United States,,2016,G,Drama,
s320,TV Show,Netflix Title 320,,"Actor 253, Actor 769",Japan,"May 20, 2019",1999,TV-PG,Romance,This is a tv show released in 1999.
s321,TV Show,Netflix Title 321,Director 272,,,,1990,,Horror,This is a tv show released in 1990.
s322,Movie,Netflix Title 322,,,France,,1990,PG,Comedy,
s323,TV Show,Netflix Title 323,Director 77,"Actor 164, Actor 995",United States,"August 20, 2017",2021,PG-13,Action,
s324,Movie,Netflix Title 324,,,Japan,,1990,TV-PG,Documentary,
s325,Movie,Netflix Title 325,Director 149,,India,"June 07, 2020",2004,PG-13,Comedy,This is a movie released in 2004.
s326,TV Show,Netflix Title 326,,"Actor 384, Actor 867",South Korea,,2016,TV-14,Action,This is a tv show released in 2016.
s327,TV Show,Netflix Title 327,Director 181,,India,,1983,G,Comedy,
s328,Movie,Netflix Title 328,Director 141,,,,2006,PG,Documentary,This is a movie released in 2006.
s329,TV Show,Netflix Title 329,Director 113,,United States,"August 01, 2022",1982,TV-PG,Action,This is a tv show released in 1982.
s330,Movie,Netflix Title 330,Director 167,,France,"August 05, 2023",2011,PG-13,Action,This is a movie released in 2011.
s331,TV Show,Netflix Title 331,Director 195,"Actor 382, Actor 734",United Kingdom,,1983,PG-13,Romance,
s332,Movie,Netflix Title 332,,,,"August 21, 2019",1987,G,Drama,This is a movie released in 1987.
s333,TV Show,Netflix Title 333,Director 68,,,,2006,TV-MA,Action,
s334,Movie,Netflix Title 334,,"Actor 445, Actor 954",United States,"August 31, 2019",2021,TV-14,Action,
s335,TV Show,Netflix Title 335,Director 187,,Canada,,1997,G,Documentary,This is a tv show released in 1997.
s336,Movie,Netflix Title 336,,,France,,2024,PG,Romance,
s337,Movie,Netflix Title 337,Director 131,"Actor 409, Actor 760",India,"August 28, 2016",2015,TV-PG,Comedy,
s338,TV Show,Netflix Title 338,Director 237,"Actor 456, Actor 505",South Korea,,1981,R,Documentary,This is a tv show released in 1981.
s339,TV Show,Netflix Title 339,Director 15,"Actor 141, Actor 780",France,"March 18, 2021",1997,TV-14,Action,
s340,TV Show,Netflix Title 340,Director 27,,Canada,"January 19, 2015",1983,PG,Horror,
s341,TV Show,Netflix Title 341,Director 295,"Actor 446, Actor 538",India,,1994,PG,Thriller,This is a tv show released in 1994.
s342,TV Show,Netflix Title 342,Director 13,,France,"February 23, 2020",2017,TV-MA,Drama,This is a tv show released in 2017.
s343,Movie,Netflix Title 343,Director 120,,France,,2006,PG,Comedy,This is a movie released in 2006.
s344,Movie,Netflix Title 344,Director 209,"Actor 480, Actor 963",Japan,,1983,PG-13,Drama,
s345,TV Show,Netflix Title 345,Director 29,"Actor 95, Actor 519",India,"September 26, 2015",2003,PG,Action,
s346,TV Show,Netflix Title 346,Director 259,,India,,2006,TV-PG,Documentary,This is a tv show released in 2006.
s347,Movie,Netflix Title 347,,,United States,,1986,TV-PG,Action,This is a movie released in 1986.
s348,Movie,Netflix Title 348,Director 27,"Actor 431, Actor 736",Japan,"June 30, 2024",2004,TV-14,Action,This is a movie released in 2004.
s349,Movie,Netflix Title 349,,"Actor 359, Actor 718",Japan,"November 06, 2018",1990,TV-PG,Thriller,
s350,Movie,Netflix Title 350,,,India,,1992,TV-14,Action,
s351,TV Show,Netflix Title 351,Director 129,"Actor 205, Actor 655",Japan,"February 22, 2019",1989,PG,Romance,This is a tv show released in 1989.
s352,Movie,Netflix Title 352,,,Canada,,1987,TV-14,Romance,
s353,TV Show,Netflix Title 353,Director 208,,Japan,"October 23, 2022",1999,TV-PG,Horror,
s354,Movie,Netflix Title 354,,"Actor 347, Actor 983",,,2001,TV-MA,Action,This is a movie released in 2001.
s355,Movie,Netflix Title 355,Director 150,"Actor 308, Actor 706",United States,"June 02, 2016",2014,R,Drama,This is a movie released in 2014.
s356,TV Show,Netflix Title 356,Director 3,,India,,1993,TV-PG,Drama,
s357,TV Show,Netflix Title 357,Director 279,"Actor 101, Actor 765",Canada,"January 16, 2021",1989,G,Horror,
s358,TV Show,Netflix Title 358,,"Actor 150, Actor 561",Canada,"July 21, 2020",2000,R,Comedy,This is a tv show released in 2000.
s359,Movie,Netflix Title 359,,,,"January 04, 2021",2000,,Thriller,
s360,Movie,Netflix Title 360,,"Actor 34, Actor 806",United States,,2009,TV-14,Thriller,This is a movie released in 2009.
s361,Movie,Netflix Title 361,Director 299,"Actor 50, Actor 735",United States,"September 30, 2017",2020,R,Comedy,
s362,TV Show,Netflix Title 362,,,United Kingdom,"February 13, 2022",1995,,Comedy,This is a tv show released in 1995.
s363,TV Show,Netflix Title 363,Director 136,"Actor 393, Actor 693",United States,"February 11, 2021",1982,TV-14,Comedy,
s364,TV Show,Netflix Title 364,,"Actor 318, Actor 799",Japan,,2013,PG-13,Action,This is a tv show released in 2013.
s365,Movie,Netflix Title 365,,"Actor 48, Actor 562",Canada,,1981,PG-13,Action,This is a movie released in 1981.
s366,TV Show,Netflix Title 366,,"Actor 295, Actor 975",United Kingdom,"July 02, 2021",2014,,Drama,This is a tv show released in 2014.
s367,Movie,Netflix Title 367,,"Actor 211, Actor 602",South Korea,,1980,,Drama,This is a movie released in 1980.
s368,Movie,Netflix Title 368,Director 11,"Actor 167, Actor 975",United States,"June 12, 2018",2014,PG-13,Thriller,
s369,Movie,Netflix Title 369,Director 120,"Actor 279, Actor 725",,"January 01, 2020",2000,TV-MA,Romance,
s370,Movie,Netflix Title 370,Director 219,,United Kingdom,"September 29, 2022",2022,PG-13,Romance,This is a movie released in 2022.
s371,TV Show,Netflix Title 371,,,India,"March 19, 2021",1985,PG,Romance,This is a tv show released in 1985.
s372,Movie,Netflix Title 372,,,France,"August 11, 2020",2019,TV-MA,Action,This is a movie released in 2019.
s373,TV Show,Netflix Title 373,,,United States,"September 20, 2016",1983,PG,Action,
s374,TV Show,Netflix Title 374,,,,,1988,TV-MA,Romance,
s375,TV Show,Netflix Title 375,,,Canada,,2006,PG,Drama,
s376,Movie,Netflix Title 376,,"Actor 118, Actor 839",United Kingdom,,2023,TV-14,Romance,This is a movie released in 2023.
s377,TV Show,Netflix Title 377,Director 19,"Actor 138, Actor 593",South Korea,"May 03, 2018",2024,TV-MA,Action,
s378,TV Show,Netflix Title 378,,,,"November 19, 2015",2011,PG-13,Thriller,This is a tv show released in 2011.
s379,Movie,Netflix Title 379,Director 112,"Actor 194, Actor 772",South Korea,"January 09, 2017",2016,TV-14,Comedy,This is a movie released in 2016.
s380,Movie,Netflix Title 380,Director 11,"Actor 477, Actor 847",United Kingdom,,2015,TV-MA,Drama,
s381,Movie,Netflix Title 381,Director 287,"Actor 3, Actor 759",Canada,,1991,G,Documentary,This is a movie released in 1991.
s382,TV Show,Netflix Title 382,Director 283,"Actor 150, Actor 891",United Kingdom,"September 29, 2021",2010,R,Horror,This is a tv show released in 2010.
s383,TV Show,Netflix Title 383,Director 238,,,,1981,G,Romance,
s384,Movie,Netflix Title 384,,"Actor 278, Actor 803",South Korea,,1990,G,Comedy,
s385,Movie,Netflix Title 385,,,,,1991,R,Documentary,This is a movie released in 1991.
s386,TV Show,Netflix Title 386,,"Actor 357, Actor 608",India,,1981,R,Romance,
s387,Movie,Netflix Title 387,Director 276,,United Kingdom,"September 01, 2022",2007,TV-MA,Romance,This is a movie released in 2007.
s388,TV Show,Netflix Title 388,Director 294,,India,,2021,R,Action,
s389,TV Show,Netflix Title 389,,,United Kingdom,,1999,TV-PG,Action,This is a tv show released in 1999.
s390,Movie,Netflix Title 390,Director 89,"Actor 59, Actor 578",Japan,,1993,TV-MA,Drama,
s391,Movie,Netflix Title 391,Director 251,"Actor 259, Actor 718",Japan,"October 30, 2020",1985,PG-13,Documentary,This is a movie released in 1985.
s392,TV Show,Netflix Title 392,Director 214,"Actor 383, Actor 711",United States,,1986,PG,Romance,
s393,Movie,Netflix Title 393,,"Actor 1, Actor 664",United States,,1987,PG,Drama,
s394,Movie,Netflix Title 394,,,South Korea,,2001,PG,Comedy,
s395,TV Show,Netflix Title 395,Director 198,,Canada,"July 30, 2020",1986,PG,Romance,This is a tv show released in 1986.
s396,Movie,Netflix Title 396,Director 138,"Actor 341, Actor 922",South Korea,"January 19, 2019",2016,TV-14,Drama,This is a movie released in 2016.
s397,TV Show,Netflix Title 397,Director 44,"Actor 148, Actor 824",France,,2001,PG-13,Comedy,This is a tv show released in 2001.
s398,Movie,Netflix Title 398,Director 260,"Actor 3, Actor 977",United Kingdom,,2020,TV-PG,Documentary,This is a movie released in 2020.
s399,Movie,Netflix Title 399,Director 298,,Canada,"July 21, 2020",1981,TV-MA,Documentary,
s400,Movie,Netflix Title 400,,,South Korea,,2004,TV-PG,Comedy,
s401,TV Show,Netflix Title 401,,"Actor 463, Actor 779",United States,,2005,R,Thriller,This is a tv show released in 2005.
s402,TV Show,Netflix Title 402,,"Actor 288, Actor 776",,,2002,PG-13,Romance,This is a tv show released in 2002.
s403,Movie,Netflix Title 403,Director 166,"Actor 23, Actor 711",South Korea,,2023,PG-13,Romance,
s404,TV Show,Netflix Title 404,,,France,,1982,R,Drama,
s405,Movie,Netflix Title 405,,,United States,,2001,R,Romance,This is a movie released in 2001.
s406,Movie,Netflix Title 406,Director 87,"Actor 320, Actor 807",Japan,"May 02, 2018",2005,PG-13,Horror,
s407,TV Show,Netflix Title 407,Director 151,,United Kingdom,,2011,PG,Thriller,
s408,Movie,Netflix Title 408,,"Actor 283, Actor 591",France,,1991,TV-MA,Comedy,
s409,Movie,Netflix Title 409,Director 225,,,"January 15, 2017",2012,TV-14,Thriller,
s410,TV Show,Netflix Title 410,,"Actor 184, Actor 802",,"December 07, 2022",1991,R,Romance,
s411,Movie,Netflix Title 411,Director 107,"Actor 390, Actor 554",Japan,"March 07, 2021",2019,PG,Thriller,This is a movie released in 2019.
s412,Movie,Netflix Title 412,,"Actor 210, Actor 763",,"November 29, 2024",1987,R,Thriller,This is a movie released in 1987.
s413,TV Show,Netflix Title 413,Director 177,"Actor 363, Actor 846",India,,1987,,Documentary,
s414,Movie,Netflix Title 414,Director 128,"Actor 279, Actor 623",United Kingdom,"May 24, 2021",1993,PG,Documentary,This is a movie released in 1993.
s415,TV Show,Netflix Title 415,Director 243,,South Korea,,2024,PG,Action,This is a tv show released in 2024.
s416,Movie,Netflix Title 416,,"Actor 130, Actor 636",India,"August 26, 2015",2013,PG,Romance,
s417,Movie,Netflix Title 417,,,France,"November 01, 2017",2012,PG,Action,
s418,TV Show,Netflix Title 418,,"Actor 380, Actor 830",Japan,,2009,TV-PG,Action,
s419,TV Show,Netflix Title 419,Director 60,,South Korea,,1999,R,Action,This is a tv show released in 1999.
s420,TV Show,Netflix Title 420,,,Japan,"August 03, 2019",1990,PG-13,Horror,This is a tv show released in 1990.
s421,Movie,Netflix Title 421,Director 29,"Actor 111, Actor 741",,,2017,,Documentary,This is a movie released in 2017.
s422,TV Show,Netflix Title 422,Director 81,"Actor 219, Actor 973",France,,2012,TV-MA,Drama,
s423,TV Show,Netflix Title 423,,"Actor 234, Actor 884",South Korea,"January 05, 2020",2019,,Thriller,
s424,Movie,Netflix Title 424,Director 132,"Actor 292, Actor 774",France,"November 13, 2016",2020,TV-PG,Thriller,
s425,Movie,Netflix Title 425,Director 118,"Actor 409, Actor 852",,,2016,PG-13,Romance,This is a movie released in 2016.
s426,TV Show,Netflix Title 426,Director 107,"Actor 228, Actor 543",India,,2000,,Thriller,This is a tv show released in 2000.
s427,Movie,Netflix Title 427,,,,"September 11, 2019",2012,TV-14,Documentary,This is a movie released in 2012.
s428,Movie,Netflix Title 428,,,India,,1994,TV-PG,Horror,
s429,Movie,Netflix Title 429,,,Canada,,1995,PG-13,Documentary,This is a movie released in 1995.
s430,Movie,Netflix Title 430,,"Actor 159, Actor 810",,"September 04, 2016",1990,,Drama,This is a movie released in 1990.
s431,Movie,Netflix Title 431,,"Actor 82, Actor 915",United Kingdom,"December 07, 2021",1998,G,Romance,This is a movie released in 1998.
s432,TV Show,Netflix Title 432,,,France,"August 15, 2016",2014,R,Action,This is a tv show released in 2014.
s433,Movie,Netflix Title 433,,,,"June 19, 2015",1984,R,Romance,
s434,Movie,Netflix Title 434,Director 143,,Japan,,2001,TV-PG,Horror,This is a movie released in 2001.
s435,TV Show,Netflix Title 435,Director 69,,Canada,,2021,TV-PG,Thriller,
s436,Movie,Netflix Title 436,Director 278,,Japan,,2004,G,Romance,This is a movie released in 2004.
s437,TV Show,Netflix Title 437,Director 156,"Actor 153, Actor 746",United Kingdom,"March 23, 2016",2023,G,Documentary,This is a tv show released in 2023.
s438,Movie,Netflix Title 438,Director 263,"Actor 399, Actor 666",United States,,1996,TV-MA,Thriller,
s439,TV Show,Netflix Title 439,,,United Kingdom,,2009,,Romance,This is a tv show released in 2009.
s440,TV Show,Netflix Title 440,,,Japan,"January 06, 2017",1981,R,Action,
s441,Movie,Netflix Title 441,,"Actor 5, Actor 987",France,,1987,TV-14,Comedy,
s442,Movie,Netflix Title 442,,,France,"February 05, 2016",1988,TV-MA,Documentary,
s443,Movie,Netflix Title 443,Director 73,"Actor 37, Actor 569",India,,1988,,Romance,This is a movie released in 1988.
s444,Movie,Netflix Title 444,Director 38,,United States,,2006,R,Action,This is a movie released in 2006.
s445,Movie,Netflix Title 445,Director 206,,United Kingdom,"March 18, 2015",1992,R,Documentary,
s446,TV Show,Netflix Title 446,Director 90,,France,"December 18, 2022",1991,,Drama,This is a tv show released in 1991.
s447,Movie,Netflix Title 447,Director 218,,,"June 20, 2017",1983,TV-14,Drama,This is a movie released in 1983.
s448,TV Show,Netflix Title 448,Director 158,,United Kingdom,"February 28, 2018",2000,TV-MA,Comedy,This is a tv show released in 2000.
s449,Movie,Netflix Title 449,Director 279,"Actor 232, Actor 989",,,1993,G,Comedy,
s450,TV Show,Netflix Title 450,,,Canada,,2013,TV-14,Thriller,This is a tv show released in 2013.
